k9mail,k-9,https://github.com/k9mail/k-9/commit/79059ca38cc25858e0a8aa3bdbddc9f3cedd2331,79059ca38cc25858e0a8aa3bdbddc9f3cedd2331,"<_sre.SRE_Match object; span=(0, 55), match='Merge pull request #3192 from k9mail/update_build>",commit_message
k9mail,k-9,https://github.com/k9mail/k-9/commit/79059ca38cc25858e0a8aa3bdbddc9f3cedd2331,79059ca38cc25858e0a8aa3bdbddc9f3cedd2331,Merge pull request #3192 from k9mail/update_build_tools,commit_message
